Complexity|MSE|Equation
1|9.668998|x3
3|3.7186084|(2.1838348 * x3)
5|7.8984846e-11|(x0 + (2.0000043 * x3))
7|3.3916505e-11|(((x3 + x0) + 5.8398773e-6) + x3)
