case,epoch_exit,scatter_m_star,lowest_m_star,last20_m_star,last10_m_star
vlarge_4t_quantile_raw_redshift_99_all,261.0,0.1347740739583969,0.13297215104103088,0.13501256704330444,0.13505828380584717
vlarge_4t_quantile_raw_redshift_99_all,91.0,0.14992253482341766,0.13883636891841888,0.14608263969421387,0.14670607447624207
vlarge_4t_quantile_raw_redshift_99_all,49.0,0.16292770206928253,0.1494719386100769,0.1593833863735199,0.1629314422607422
vlarge_4t_quantile_raw_redshift_99_all,57.0,0.15352290868759155,0.13859058916568756,0.14784717559814453,0.14734065532684326
vlarge_4t_quantile_raw_redshift_99_all,299.0,0.13281875848770142,0.13236801326274872,0.13282030820846558,0.1328187882900238
vlarge_4t_quantile_raw_redshift_99_all,97.0,0.1446922868490219,0.13919611275196075,0.14483831822872162,0.14626476168632507
vlarge_4t_quantile_raw_redshift_99_all,147.0,0.13392595946788788,0.1316283494234085,0.13397525250911713,0.13376469910144806
vlarge_4t_quantile_raw_redshift_99_all,267.0,0.13514579832553864,0.13194002211093903,0.13513702154159546,0.13512513041496277
vlarge_4t_quantile_raw_redshift_99_all,117.0,0.1376701295375824,0.13273510336875916,0.13496872782707214,0.1360640823841095
vlarge_4t_quantile_raw_redshift_99_all,225.0,0.1397303193807602,0.13383902609348297,0.13761486113071442,0.13841815292835236
vlarge_4t_quantile_raw_redshift_99_all,67.0,0.1551624834537506,0.14544574916362762,0.1552327573299408,0.15345604717731476
vlarge_4t_quantile_raw_redshift_99_all,221.0,0.13847453892230988,0.133443683385849,0.13919886946678162,0.13900810480117798
vlarge_4t_quantile_raw_redshift_99_all,231.0,0.14116215705871582,0.1346183717250824,0.14108121395111084,0.14116540551185608
vlarge_4t_quantile_raw_redshift_99_all,221.0,0.13614137470722198,0.1327556073665619,0.13598690927028656,0.13614189624786377
vlarge_4t_quantile_raw_redshift_99_all,141.0,0.1352868676185608,0.13295842707157135,0.13637065887451172,0.13854306936264038
vlarge_all_4t_quantile_raw_final,299.0,0.14238248765468597,0.14216011762619019,0.1423850953578949,0.14238442480564117
vlarge_all_4t_quantile_raw_final,299.0,0.14224499464035034,0.1420166790485382,0.14224326610565186,0.142248272895813
vlarge_all_4t_quantile_raw_final,299.0,0.14246323704719543,0.14231719076633453,0.1424674093723297,0.1424589455127716
vlarge_all_4t_quantile_raw_final,299.0,0.14106929302215576,0.1409256011247635,0.14107270538806915,0.14107254147529602
vlarge_all_4t_quantile_raw_final,75.0,0.1760474592447281,0.14976251125335693,0.16018536686897278,0.1632148027420044
vlarge_all_4t_quantile_raw_final,55.0,0.19116032123565674,0.1513107568025589,0.17455336451530457,0.17996267974376678
vlarge_all_4t_quantile_raw_final,103.0,0.1946706473827362,0.14834871888160706,0.18255309760570526,0.19467513263225555
vlarge_all_4t_quantile_raw_final,65.0,0.16820575296878815,0.15168996155261993,0.15811309218406677,0.15610714256763458
vlarge_all_4t_quantile_raw_final,175.0,0.1466006189584732,0.1436019092798233,0.1476321518421173,0.14660398662090302
vlarge_all_4t_quantile_raw_final,71.0,0.16715393960475922,0.14980362355709076,0.16737571358680725,0.16715776920318604
vlarge_all_4t_quantile_raw_final,61.0,0.15394340455532074,0.14946720004081726,0.15621286630630493,0.15394695103168488
vlarge_all_4t_quantile_raw_final,251.0,0.14542120695114136,0.1437084674835205,0.14470335841178894,0.14477114379405975
vlarge_all_4t_quantile_raw_final,299.0,0.14361357688903809,0.14328633248806,0.14361444115638733,0.14361687004566193
vlarge_all_4t_quantile_raw_final,267.0,0.1511155664920807,0.14301399886608124,0.15065234899520874,0.15073566138744354
vlarge_all_4t_quantile_raw_final,239.0,0.14418542385101318,0.1432999223470688,0.14482375979423523,0.1444806605577469
vlarge_all_4t_quantile_raw_final,67.0,0.15879011154174805,0.1495276689529419,0.1578870415687561,0.15879376232624054
vlarge_all_4t_quantile_raw_final,21.0,0.9294378161430359,0.9294588565826416,0.9294592142105103,0.9294592142105103
vlarge_all_4t_quantile_raw_final,71.0,0.1572645753622055,0.15212927758693695,0.1700282245874405,0.1689099222421646
vlarge_all_4t_quantile_raw_final,299.0,0.14232726395130157,0.1422751098871231,0.1423310786485672,0.14233076572418213
vlarge_all_4t_quantile_raw_final,299.0,0.14688001573085785,0.14230985939502716,0.14688341319561005,0.14688339829444885
vlarge_all_4t_z0.0_quantile_raw,51.0,0.19687968492507935,0.11258514970541,0.24145863950252533,0.19688421487808228
vlarge_all_4t_z0.0_quantile_raw,25.0,0.9292466044425964,0.9292600154876709,0.9293995499610901,0.9294323325157166
vlarge_all_4t_z0.0_quantile_raw,287.0,0.09238647669553757,0.08922525495290756,0.09242500364780426,0.09239312261343002
vlarge_all_4t_z0.0_quantile_raw,289.0,0.08959628641605377,0.0876692607998848,0.08958110213279724,0.08959605544805527
vlarge_all_4t_z0.0_quantile_raw,299.0,0.08683577179908752,0.08667164295911789,0.08683706820011139,0.0868377611041069
vlarge_all_4t_z0.0_quantile_raw,253.0,0.08781102299690247,0.08686131238937378,0.08765855431556702,0.08767430484294891
vlarge_all_4t_z0.0_quantile_raw,57.0,0.10921552032232285,0.10433703660964966,0.11378180980682373,0.11389847844839096
vlarge_all_4t_z0.0_quantile_raw,103.0,0.09639906138181686,0.09258633106946945,0.1121516153216362,0.10111180692911148
vlarge_all_4t_z0.0_quantile_raw,247.0,0.08995653688907623,0.0867636427283287,0.09675496071577072,0.0920306071639061
vlarge_all_4t_z0.0_quantile_raw,135.0,0.09404904395341873,0.08827154338359833,0.09242202341556549,0.09405119717121124
vlarge_all_4t_z0.0_quantile_raw,145.0,0.0937812402844429,0.08868344873189926,0.09541808068752289,0.09378338605165482
vlarge_all_4t_z0.0_quantile_raw,269.0,0.09008204191923141,0.08690450340509415,0.08997900038957596,0.08999427407979965
vlarge_all_4t_z0.0_quantile_raw,47.0,0.12650518119335175,0.10834181308746338,0.1453469842672348,0.13302676379680634
vlarge_all_4t_z0.0_quantile_raw,285.0,0.09202743321657181,0.08996837586164474,0.0920240506529808,0.092023104429245
vlarge_all_4t_z0.0_quantile_raw,299.0,0.09332019835710526,0.09289561957120895,0.09332208335399628,0.0933225229382515
vlarge_all_4t_z0.0_quantile_raw,39.0,0.322220116853714,0.1164022833108902,0.1982574462890625,0.3222275376319885
vlarge_all_4t_z0.0_quantile_raw,217.0,0.08986981213092804,0.0882120132446289,0.08988099545240402,0.08987187594175339
vlarge_all_4t_z0.0_quantile_raw,253.0,0.09004956483840942,0.08824019879102707,0.08996204286813736,0.09005163609981537
vlarge_all_4t_z0.0_quantile_raw,89.0,0.12842042744159698,0.09926319867372513,0.10946227610111237,0.10647761821746826
vlarge_all_4t_z0.0_quantile_raw,141.0,0.08619385212659836,0.08608689904212952,0.08849363029003143,0.08664693683385849
